MSA,carbon dioxide equivalent (Ton),Auto + Scale,Transit Propensity,Density,Sustainable Transit,Warm Weather,Remote + Active,Network Connectivity,Network Sprawl,Cluster,Population,Emissions per capita,carbon dioxide equivalent (MMTCO2e),Emissions per capita (MTCO2e)
"Burlington-South Burlington, VT",1413251.2262315524,-0.4710696609039386,0.0143804482988759,-0.4371215987403298,-0.0262125829726153,-0.9644247764683672,1.539998944824208,-1.199346828699746,0.2473980552612691,Sparse Active,219764,6.43076767000761,1.2820799472986921,5.851998579706925
"Canton-Massillon, OH",1967615.9368571693,-0.5363783788816828,-0.0083704566711732,1.187155143022353,0.0618135006469254,-0.695506122473273,-0.6024703670532785,0.8589448330794753,-0.7609734437607337,Auto Small,398711,4.934942694977488,1.7849911535945042,4.490797852429514
"Cape Coral-Fort Myers, FL",4298032.77323271,-0.3423555539602724,-0.2701119839276084,2.923578212447121,-0.2923276869286823,2.391921912854593,0.4756608266289859,0.8901402310850977,0.7013491504370187,Dense Active,756570,5.680945283625718,3.899109747166351,5.169660208099404
"Cape Girardeau, MO-IL",791276.5457204792,-0.2841386668374164,0.0704511007769556,-0.4949962021994772,-0.035040890134929,0.1180602797896636,-0.7419857812475393,-0.8775040106830869,1.0562183082349683,Sparse Auto,97026,8.155304204238856,0.7178340079994998,7.421326825857359
"Carbondale-Marion, IL",977287.5390995817,-0.4073858329826555,0.0328564991937552,0.0099403893708536,-0.0947942298227037,-0.0347114289899764,-0.2951876051558975,-0.6444034078069952,-0.4522795136017792,Sparse Auto,136837,7.141983082788878,0.8865803428067717,6.499204605337879
"Casper, WY",701361.9122180195,-0.0757476591079394,-0.0140196221464678,-1.6343740652855483,-0.0133707699363719,-1.2243096079314566,0.0148434243094169,0.6400847524091462,1.044329657226971,Sparse Active,80067,8.759687664306387,0.6362648245149725,7.971315774518812
"Cedar Rapids, IA",1645731.070174681,-0.1052574312990512,-0.0954894602257212,-0.3311525812008896,-0.1299568423521502,-0.9649078689687522,-0.2950488993931752,1.232640291269563,0.2901973244614499,Sparse Auto,271734,6.056404683163244,1.4929821142583404,5.511328261678552
"Chambersburg-Waynesboro, PA",1026387.4801730512,-0.5227746297803616,0.085256541624088,0.0396401940434793,0.0298666076499747,-0.3562598121363842,-0.4049158207675195,-0.2445125895297545,0.3826050048666159,Auto Small,154954,6.623820489777942,0.9311230601208756,6.027676645697928
"Champaign-Urbana, IL",1388395.1050963623,-0.46671090839491,-0.0417967813954454,-0.0158048043543013,-0.1396186448451003,-0.2874231285358702,1.6812666071144442,1.8861998963864104,0.9003884792612985,Sparse Active,226418,6.131999686846286,1.2595308534903469,5.58011971503012
"Charleston, WV",1823620.4576208116,-0.0350830844111779,0.0105156747574545,-0.4040341551228812,-0.1415217427585189,-0.1010422777322887,-0.5692312258934042,-2.064598818810728,0.8699175054277559,Sparse Auto,260920,6.9891938434033865,1.6543606520927483,6.360166397497082
"Charleston-North Charleston, SC",4918273.925664094,0.2800791426595547,-0.2087456036110677,0.1947883301234092,-0.2774221000190932,1.0782928564152352,-0.013208847801834,-0.9471926305680748,-0.3824633817510524,Sparse Auto,790955,6.218146323955338,4.46178305624397,5.6585131547993575
"Charlotte-Concord-Gastonia, NC-SC",14931532.474382542,2.533169422358821,-0.9000956029094351,1.0108492261338395,-0.980399850307376,-0.0403622787738983,-0.4932708321210584,-1.363911574615643,0.2166090916518369,Auto Large,2595027,5.753902550679643,13.545658416933545,5.236051321118476
"Chattanooga, TN-GA",4139761.056227048,-0.0592974212066677,-0.1081103066889938,0.4912826680393412,0.0950867853350456,0.20632805579618,-0.7023259734223812,-1.2374611050375015,-0.1864021194276987,Sparse Auto,561055,7.378529834378177,3.75552806060481,6.714462149284141
"Cheyenne, WY",1136385.8255215972,-0.1637065056904258,-0.0005148669510758,-1.3115286019964314,-0.0185489161381223,-1.0257443407867817,-0.1914818297090927,1.1989999443810138,0.4255203970958489,Sparse Active,99272,11.447193826271226,1.0309118805300084,10.416946381906817
"Chicago-Naperville-Elgin, IL-IN-WI",40980549.65569579,5.628515104774932,1.6183267520017914,0.4278154421872882,-1.2762166590138453,-1.2590400933635952,1.7944185458202062,1.419278245101277,-0.1625097185898153,Auto Large,9478801,4.323389599137674,37.1769293156357,3.9342845352152835
"Chico, CA",1182906.411493933,-0.3979548671363783,0.0282013898669515,-0.3726757372589378,-0.0488691490269413,0.7400479261441518,0.7171494962387049,-1.326626916408136,0.3706263416097192,Sparse Auto,223344,5.296342912699393,1.0731146462553605,4.819672050556448
"Cincinnati, OH-KY-IN",12649734.999333076,1.5256028192954931,-0.4194286388619579,0.5289676063422682,-0.4877550798745738,-0.5668016905676864,-0.4366535061995318,-1.1781609459997828,0.0005362670474584,Auto Large,2214265,5.712836990754528,11.475646566062245,5.198681661586621
"Clarksville, TN-KY",1969252.758960624,-0.0723509327185144,-0.0072119019404597,-0.2973743807727492,-0.1230805731789261,0.1964501138576184,-0.8970024845752244,-0.9320014174379606,0.5356777594170681,Sparse Auto,304584,6.465384783707036,1.7864760536300983,5.8835001531734035
"Cleveland, TN",877035.4880833309,-0.5053172946614384,0.159240227833033,-0.0849839665049898,0.0374115112216883,0.309669568805829,-1.0979910274884257,-1.0491047264751687,0.109819289617942,Auto Small,123731,7.08824375527015,0.7956332118948601,6.450301817295837
"Cleveland-Elyria, OH",11820272.805666126,0.7223870036905395,0.0672878983648379,-0.0201408506431391,0.1834038741169414,-0.7873255205270094,0.268450644335967,0.6775970909531037,-1.1854881375833584,Auto Large,2053137,5.757176849701762,10.723171120929646,5.239030933228603
"Coeur d'Alene, ID",1176300.7593652534,-0.3686626051371901,0.0027707336414939,-0.3215532594677242,-0.0205761929465292,-1.1931719079518333,-0.070998545725874,-0.366248571320376,-0.040716234492465,Sparse Auto,161676,7.27566713281658,1.0671220994414485,6.620857090863089
"College Station-Bryan, TX",1649311.056294602,-0.234609004581075,0.0046716747179088,-0.475123532812667,-0.1188242645613883,1.5157976314302997,0.1877569536019652,-0.2835616073742849,0.3662452098092757,Sparse Auto,261701,6.302272655796509,1.496229823038468,5.735068116774824
"Colorado Springs, CO",3285440.094249908,0.0945994647513818,-0.2274165043594521,-0.0126283567008771,-0.2028840402146683,-1.374789507913916,0.7323625675157319,-0.2420542813131147,-1.5181471377285576,Sparse Auto,735480,4.467069253072698,2.9805011201870983,4.0650330202961555
"Columbia, MO",1582240.0760984065,-0.2835339535551158,-0.0119148978069571,-0.2460944477854562,-0.0516420531768186,-0.1336282007581613,0.0112251037130409,-0.7850875089855792,0.5664723658685599,Sparse Auto,207248,7.634525187690142,1.4353840532566127,6.9474179207980296
"Columbia, SC",5665376.396077969,0.6785410688590183,-0.3766146372058897,0.3323084031106741,-0.4413415131199786,0.6109935960809482,-0.4662868017098392,-0.7860213885314858,0.4170236316522404,Auto Large,832925,6.801784549722927,5.139543017188101,6.189623940247864
"Columbus, GA-AL",2120896.148123374,-0.0386387151782948,-0.0544718210984579,-0.4574326163774907,-0.1978025702913713,0.9563385038938316,-0.2163790612404682,-0.5350379228127573,0.2814202484412228,Sparse Auto,319643,6.635202861077434,1.9240446223157903,6.038034603580465
"Columbus, IN",740583.3571596034,-0.7151548755676741,0.1065559845660553,0.2531167602587261,0.0450393141217727,-0.3298933931910243,-0.443854567501395,0.9076139526365864,-0.6024847564062219,Auto Small,83280,8.892691608544709,0.6718459208765656,8.092349363775686
"Columbus, OH",11589732.138499469,1.4207872159960169,-0.5257273385019084,0.3501162134160545,-0.0766773492573785,-0.8117715230751947,-0.2451171608848409,0.1538303957099431,-0.5412905640468121,Auto Large,2101543,5.514867951071888,10.514028145551249,5.018529835475418
"Corpus Christi, TX",2921837.5507683493,-0.2008656903325015,-0.0313489897083392,-0.3076623240364542,0.0448593812130535,2.087964047267324,-0.3997768947359122,1.4604306348555434,-0.3431732390264084,Sparse Auto,429120,6.808905552685378,2.6506464410388286,6.196104052943694
"Corvallis, OR",329860.6056229733,-0.8399270402791811,0.0470582170061929,-0.5468241717686568,0.0409522474341235,-0.1436593319551533,3.190973150744421,-1.0946140178895505,0.2767213542563586,Sparse Active,92168,3.5789059719530996,0.29924450799926317,3.2568044344773206
"Crestview-Fort Walton Beach-Destin, FL",2362767.1846808456,-0.2315424186253337,-0.0188630296482288,-0.511779769420442,-0.1421717112988307,1.4744677549749652,0.2724533145452583,-0.5443618430820948,-0.7894598400843944,Sparse Auto,278479,8.484543483281847,2.1434663359127155,7.720934569786481
"Cumberland, MD-WV",520754.66862978495,-0.5726975997561218,0.1581149647343434,-0.2047090028607587,0.0473569634221887,-0.3454670760228166,-0.540136217608366,-1.436485445568313,-0.3494526287533975,Auto Small,98049,5.31116756550077,0.47242068906086515,4.833162484605701
"Dallas-Fort Worth-Arlington, TX",38204710.00118769,6.538154954645557,-2.008315315234772,1.114954240925413,0.9695157476845544,-0.2538046932106218,-1.847710632177856,0.3215844849220185,0.1609923128061888,Auto Large,7451858,5.126870372622196,34.658729938267335,4.665452039086198
"Dalton, GA",1061740.1437742747,-0.5268271815604891,0.1957963417272817,0.0655120767324384,0.0647727344739446,0.3855171726849072,-1.529383214374196,-1.2456541654094733,0.184896115710998,Auto Small,143911,7.3777553055310205,0.9631944570851538,6.713757328033229
"Danville, IL",482972.0362540467,-0.4531578364418506,0.0742233841027206,-0.3073810877329149,-0.0114630330215651,-0.5032541978080142,-0.4823828696955949,0.9170244877807024,0.3617387574652271,Auto Small,76704,6.296569100099691,0.4381448615038221,5.729877881090719
"Daphne-Fairhope-Foley, AL",2315857.783419413,-0.2699495054349103,0.0141065835964368,-0.5014348725886487,-0.1200258052678768,1.415697607025494,-0.1830121521041927,-0.9329023230822954,-0.6863586967375805,Sparse Auto,218289,10.60913643573159,2.1009108428901206,9.654314156515747
"Davenport-Moline-Rock Island, IA-IL",2329666.8033855543,-0.1066811884387523,-0.0816685002293036,-0.2128855515902823,0.2134294355988861,-0.7732097569387925,-0.7741804206532461,0.6875727103010696,-0.4349586378100158,Sparse Active,380274,6.126284740438616,2.1134381750882647,5.574919113799141
"Dayton-Kettering, OH",4377318.066970199,-0.2962243264682861,-0.0451121885302347,2.01472909069227,-0.0783110035991948,-0.4982395502118538,-0.2938860707247855,0.4749190857208548,-0.3164214478554931,Sparse Auto,805929,5.431394163716902,3.971036155811736,4.942568688982381
"Decatur, AL",1294009.2443272197,-0.2916593645521784,0.1084782917479819,-0.2382376425040208,-0.0240566628229162,0.4146976185987207,-1.536486311482594,-0.5104002337826503,0.305836626515123,Auto Small,152321,8.495278026846066,1.1739054408570113,7.73070300442992
"Decatur, IL",651943.806584426,-0.6096064186734935,0.1184939926731792,0.2075316157724292,0.0136214324774173,-0.4612536246043434,-0.7626147156699422,0.9839551678260277,-0.3122042032885112,Auto Small,104688,6.227493185316617,0.5914334731668733,5.6670187986381215
"Deltona-Daytona Beach-Ormond Beach, FL",4425488.9855692815,-0.1145917258534844,-0.1180993898396628,0.4218824469075574,-0.2160382896247996,2.02214082742143,0.6317508959456029,0.4862773187808348,-0.5844236228420598,Sparse Auto,658961,6.715858731501988,4.014736078113252,6.111431445666809
"Des Moines-West Des Moines, IA",4088529.770387808,0.4463677559880166,-0.2714677808905824,-0.213281687833927,-0.3158204158388718,-0.8502583869212242,-0.2033383372605714,1.0969430768151165,-0.0908231267180432,Auto Large,690585,5.920386006628884,3.709051819841899,5.387551266032284
"Detroit-Warren-Dearborn, MI",18917099.16528697,2.871866353920094,-0.6875183136648775,2.277002283177721,-0.633288657490833,-1.4068361519427994,-0.4494001630585066,1.253975176168452,-0.405841165664376,Auto Large,4317384,4.381611449268115,17.161303702206382,3.9872664188339844
"Dothan, AL",1124120.9934758712,-0.1806883704017295,0.0281584186514225,-0.3028154497963954,-0.1270308422227672,1.2463476668428333,-1.290599245768892,0.473791326824108,0.6245791827409031,Sparse Auto,148825,7.553307532174508,1.0197854120501322,6.873509854278803
"Dover, DE",950853.7604724404,-0.7608813328905514,0.2173747169678299,-0.2062262875958299,0.4896097399251347,0.1387651459972566,0.1348896284302153,-0.1585421762437687,-0.7440207051835521,Auto Large,179124,5.308354885288629,0.8626000221955813,4.830602945612652
"Dubuque, IA",557605.750148929,-0.5924068658471993,0.0869084186475189,-0.191599058323097,0.0274875143356005,-0.9430850783290402,-0.0235326883488147,-0.0237305771792584,-0.3268194952130415,Auto Small,97193,5.73709783779623,0.5058514278955633,5.22075903239457
"Duluth, MN-WI",2448351.345890246,0.7055146520573612,-0.3911246347650255,-1.36974759690667,-0.2050653916090383,-1.878707405300717,-0.1450162824583557,-0.7487799249286532,1.2258694845813098,Auto Large,289276,8.463720965065356,2.221106981012692,7.701986078209474
"Durham-Chapel Hill, NC",3743190.363173097,-0.0523676046223803,-0.1092322641975261,0.4517071563348049,-0.195464397994305,0.4070085890799937,1.1105952539419202,-1.467876334005732,0.500696890830858,Sparse Auto,636256,5.883151378019377,3.395765179233348,5.353667753997634
"East Stroudsburg, PA",896245.4490151276,-0.78387601985604,0.0901432167648871,1.3349023623873355,0.0193782805719671,-0.9581482652544414,-0.2631548758995709,-0.9383225420718054,-0.1236376388735577,Auto Small,168824,5.308756154427852,0.8130601953227964,4.830968100529345
"Eau Claire, WI",1432226.6320035772,-0.2308420450662715,-0.0694542534788893,-0.3790742411216137,-0.0960877330769628,-1.30080923035802,0.0475582445505327,0.4464194324481588,0.4869892034480995,Sparse Auto,168307,8.509608227843032,1.2992941458648166,7.743743487337159
"El Centro, CA",1793825.9691457024,-0.1121696855082493,-0.06088112458485,-1.3188611010549327,-0.1860821064312602,2.6439786307999764,0.7258274839385499,2.0807220867879086,1.3860468750299062,Sparse Auto,180580,9.933691267835322,1.627331546789357,9.039659053730142
"El Paso, TX",4947508.87014586,0.3973251593552791,-0.2373344094102472,-0.9674483130459618,0.2306033833683662,0.8541001684768117,-0.4821152209245198,0.9854686886081584,-0.8884090138222938,Auto Large,841602,5.878680029450809,4.4883045517748155,5.349598826800237
"Elizabethtown-Fort Knox, KY",1136909.2733702308,-0.3669489078112584,0.1158778991983287,-0.2624018348518843,0.0265641854241727,-0.0594012317550566,-0.842920784254227,-1.3769768047344326,0.5667231711265468,Auto Small,152275,7.466158419768385,1.0313867444308729,6.794204161989231
"Elkhart-Goshen, IN",1567675.948993432,-0.7997914959504471,0.0977315931734111,1.2505370966747855,0.0509660270813514,-0.8243971858411784,-0.8134940209574298,0.6430575554970952,-0.625915526069451,Auto Small,205184,7.640342078297684,1.4221716993844797,6.952711291250893
"Elmira, NY",471807.5417279549,-0.6798344686764258,0.1426176826534681,0.0839784208661057,0.0631911461222524,-0.9182089235581504,-0.4169840617368784,0.4892377058987681,-0.1953706477211506,Auto Small,84115,5.609077355144206,0.42801660243144457,5.104260393181227
"Enid, OK",377022.8949831812,-0.3206378269171456,0.041184369591452,-0.55602275441906,-0.0329943781682347,0.4099065687426306,-0.6489886014631085,2.203762029200298,1.4238136027255743,Sparse Auto,61555,6.124975956188469,0.3420294172461872,5.5737281201315065
"Erie, PA",1287874.6274319247,-0.3976908759362319,0.0774731052215227,-0.6965083477889182,0.0232470957726244,-0.8081815834180024,0.0873003694231403,1.6019582892222772,-1.2571677624985245,Sparse Active,272046,4.734032580636821,1.1683402100191864,4.307969648379507
"Eugene-Springfield, OR",2086733.7135559,-0.07852124841577,-0.0696954318933554,-1.0060030514113858,-0.0822395448303612,-0.599100015042394,1.6283036280622554,-1.3918852977365317,0.3429105121356752,Sparse Active,377749,5.524127697375506,1.89305298296894,5.026956204611711
